,Unnamed: 0,VideoId,Published,ViewCount,HDThumbnailUrl,Title
541,541,DF_FLCNzJcU,2019-09-26T10:00:04Z,42284.0,https://i.ytimg.com/vi/DF_FLCNzJcU/sddefault.jpg,내 얼굴 그대로 무협 MMORPG를 즐긴다면? 【검은달】
542,542,ZbNSIPO29Ko,2019-09-26T10:00:09Z,101108.0,https://i.ytimg.com/vi/ZbNSIPO29Ko/sddefault.jpg,대항해시대 2 | 제5화 침브라 딘 호의 귀환
543,543,Glk9YZ186RM,2019-09-27T10:00:05Z,187340.0,https://i.ytimg.com/vi/Glk9YZ186RM/sddefault.jpg,【침착맨】 낯빛이 어둡다구요? 본격 세팅 방송
544,544,Bo51KJ6TrAE,2019-09-28T10:00:02Z,77275.0,https://i.ytimg.com/vi/Bo51KJ6TrAE/sddefault.jpg,대항해시대 2 | 제6화 해적왕 '병건 페레로'
545,545,wkGbQVgt5GE,2019-09-28T10:00:07Z,1115153.0,https://i.ytimg.com/vi/wkGbQVgt5GE/sddefault.jpg,최고의 드래곤볼 캐릭터는? 드래곤볼Z 월드컵
546,546,As7vEZFA0R4,2019-09-29T10:00:00Z,119604.0,https://i.ytimg.com/vi/As7vEZFA0R4/sddefault.jpg,이말년 만화캐릭터가 총출동한 모바일게임 (사전체험판)
547,547,Z97QonUHia0,2019-09-29T10:00:05Z,80388.0,https://i.ytimg.com/vi/Z97QonUHia0/sddefault.jpg,'붉은십자군 수도원' 정복기 - 침펄놈의 대모험 15화
548,548,oszYAVqS9l4,2019-09-30T08:00:04Z,191761.0,https://i.ytimg.com/vi/oszYAVqS9l4/sddefault.jpg,【왕날편】 19/09/29 멍청한 침착맨은 꿈도 못 꿉니다
549,549,SfslTxokLp8,2019-09-30T10:00:04Z,128793.0,https://i.ytimg.com/vi/SfslTxokLp8/sddefault.jpg,【月刊 침착맨】 9월 하이라이트
550,550,Mx3H9Ft1cz8,2019-09-30T10:00:05Z,129998.0,https://i.ytimg.com/vi/Mx3H9Ft1cz8/sddefault.jpg,쏘영이가 그린 그림 맞히기
551,551,OdzevCw_pBU,2019-10-01T10:00:03Z,71538.0,https://i.ytimg.com/vi/OdzevCw_pBU/sddefault.jpg,대항해시대 2 | 제7화 배장사는 돈이 된다
552,552,e47-xgNsb2s,2019-10-01T10:00:07Z,165035.0,https://i.ytimg.com/vi/e47-xgNsb2s/sddefault.jpg,【침&펄】 MBCx딩고 새예능 '주X말의 영화' 제작발표회
553,553,e7xmukQnoPA,2019-10-01T10:00:10Z,382964.0,https://i.ytimg.com/vi/e7xmukQnoPA/sddefault.jpg,【침펄풍】 옾카페 신메뉴 애벌레밥 & 질풍샌드위치 시식회
554,554,ymUSZA4psj8,2019-10-02T08:00:05Z,150752.0,https://i.ytimg.com/vi/ymUSZA4psj8/sddefault.jpg,【왕날편】 19/10/01 옆집이 시끄러우면(?) 동물 다큐를 트세요
555,555,4OKgEwxH9ug,2019-10-02T10:00:00Z,215114.0,https://i.ytimg.com/vi/4OKgEwxH9ug/sddefault.jpg,【침&펄】 추억의 아기배틀 오락실 게임 【컴온베이비】
556,556,Jafo2IZeC2o,2019-10-02T10:00:02Z,653166.0,https://i.ytimg.com/vi/Jafo2IZeC2o/sddefault.jpg,【침&펄】 견빈부터 소간지까지! 잘생긴 동물 월드컵
557,557,ddkfBypAyQE,2019-10-03T10:00:06Z,67489.0,https://i.ytimg.com/vi/ddkfBypAyQE/sddefault.jpg,【침터뷰/이석우 편】 1부 - (전)맥심 에디터 왁석우의 삶
558,558,v1yHh_pKUeg,2019-10-03T10:00:11Z,38116.0,https://i.ytimg.com/vi/v1yHh_pKUeg/sddefault.jpg,"【침터뷰/이석우 편】 2부 - 배텐의 왁석우, 못다한 이야기"
559,559,vOjPMDbXYBY,2019-10-03T10:00:11Z,35926.0,https://i.ytimg.com/vi/vOjPMDbXYBY/sddefault.jpg,【침터뷰/이석우 편】 하이라이트
560,560,Z3CbJ3S1jvs,2019-10-04T01:19:09Z,37634.0,https://i.ytimg.com/vi/Z3CbJ3S1jvs/sddefault.jpg,"【침따플룩】 모험 '공포의 무덤' 인비테이셔널 3,4,5장"
561,561,gqAe_StbJJE,2019-10-04T10:00:28Z,75376.0,https://i.ytimg.com/vi/gqAe_StbJJE/sddefault.jpg,신묘한 전술로 바이킹 물리치는 게임
562,562,2EN2N37vk2E,2019-10-05T10:00:01Z,91716.0,https://i.ytimg.com/vi/2EN2N37vk2E/sddefault.jpg,"대항해시대 2 | 제8화 새천년병건호와 호민젖, 호민꿀호"
563,563,H8LyJ9CDIJA,2019-10-05T10:00:04Z,1121978.0,https://i.ytimg.com/vi/H8LyJ9CDIJA/sddefault.jpg,"【침&펄 | 식욕감퇴 먹방】 초밥 & 우동, 시력과 안경에 대하여"
564,564,X8qj_gMud4c,2019-10-06T10:00:06Z,87109.0,https://i.ytimg.com/vi/X8qj_gMud4c/sddefault.jpg,"침착놈, 지옥마 출고 기념 떼빙하기 - 침펄놈의 대모험 16화"
565,565,VsWB6ZCZUqk,2019-10-07T09:00:04Z,849375.0,https://i.ytimg.com/vi/VsWB6ZCZUqk/sddefault.jpg,"주호민 머리 면도하기, 침착맨 수염 면도하기 대공개 (with 도루코)"
566,566,tAGuCHQ2PDs,2019-10-07T10:00:09Z,327390.0,https://i.ytimg.com/vi/tAGuCHQ2PDs/sddefault.jpg,【마구마구리마스터】 고인물이라고 다 잘하는 건 아닙니다
567,567,l8n3ehn9VcM,2019-10-08T10:00:06Z,1605775.0,https://i.ytimg.com/vi/l8n3ehn9VcM/sddefault.jpg,【침펄풍】 세상은 넓다! 가고 싶은 여행지 월드컵
568,568,gUUzuur-q90,2019-10-08T10:00:07Z,357897.0,https://i.ytimg.com/vi/gUUzuur-q90/sddefault.jpg,침착맨 노래방 | 침숭이 특집 '입영열차 안에서' 외 3곡
569,569,l5ix4AKz90g,2019-10-09T10:00:14Z,1010309.0,https://i.ytimg.com/vi/l5ix4AKz90g/sddefault.jpg,【침펄풍】 스탠딩 코미디가 넘쳐나는 김풍 형님 결혼식 사회 준비
570,570,2oyWYSNvy2s,2019-10-10T08:00:00Z,169425.0,https://i.ytimg.com/vi/2oyWYSNvy2s/sddefault.jpg,"【왕날편】 19/10/09 ""한글날 특집"" 조용히 해라 이완용아!"
571,571,2rSVlz8gI3w,2019-10-10T10:00:00Z,2799644.0,https://i.ytimg.com/vi/2rSVlz8gI3w/sddefault.jpg,원피스 캐릭터 총출동! 원피스 최강자 월드컵 256강
572,572,rQQLW8Aqf0Y,2019-10-10T11:58:49Z,1287256.0,https://i.ytimg.com/vi/rQQLW8Aqf0Y/sddefault.jpg,원피스 캐릭터 총출동! 원피스 최강자 월드컵 128강~결승
573,573,d0vEBeydujE,2019-10-11T10:00:09Z,100993.0,https://i.ytimg.com/vi/d0vEBeydujE/sddefault.jpg,"전범 침착놈, '오그리마'로 압송되던 날 - 침펄놈의 대모험 17화"
574,574,JPM6XswEwlQ,2019-10-12T10:00:03Z,78569.0,https://i.ytimg.com/vi/JPM6XswEwlQ/sddefault.jpg,【마구마구리마스터】 알파고와 호돈신이 대결을 신청해왔다!
575,575,YpPtzT3hXPk,2019-10-12T10:00:09Z,91553.0,https://i.ytimg.com/vi/YpPtzT3hXPk/sddefault.jpg,대항해시대 2 | 제9화 호민 엑조디아 함대
576,576,yMugmqwLWPE,2019-10-13T10:00:08Z,57567.0,https://i.ytimg.com/vi/yMugmqwLWPE/sddefault.jpg,대항해시대 2 | 제10화 보이는 건 전부 약탈하자
577,577,LpuMqG2yK_s,2019-10-14T09:35:20Z,49034.0,https://i.ytimg.com/vi/LpuMqG2yK_s/sddefault.jpg,대항해시대 2 | 제11화 알의 부탁
578,578,cVedhAdO1tk,2019-10-15T08:30:00Z,272748.0,https://i.ytimg.com/vi/cVedhAdO1tk/sddefault.jpg,【왕날편】 19/10/14 졸지에 운치있는 라디오가 되어버린 이유
579,579,5P1XGrRzPjg,2019-10-15T10:00:00Z,48347.0,https://i.ytimg.com/vi/5P1XGrRzPjg/sddefault.jpg,대항해시대 2 | 제12화 프레스터 존 왕국의 진실
580,580,QR5uU9N52q8,2019-10-15T10:00:07Z,62843.0,https://i.ytimg.com/vi/QR5uU9N52q8/sddefault.jpg,"백호민, 흑호민 모두 모여 울다만 - 침펄놈의 대모험 18화"
581,581,-1ECPBxFEsE,2019-10-16T06:00:01Z,66861.0,https://i.ytimg.com/vi/-1ECPBxFEsE/sddefault.jpg,【침&펄】 한율 달빛유자 수면팩 체험
582,582,FA2iTeWJajg,2019-10-16T10:00:04Z,1419758.0,https://i.ytimg.com/vi/FA2iTeWJajg/sddefault.jpg,내 마음을 후벼파는 스포츠 명언 월드컵
583,583,vKHIBD3CEf0,2019-10-16T10:00:09Z,58584.0,https://i.ytimg.com/vi/vKHIBD3CEf0/sddefault.jpg,대항해시대 2 | 제13화 밥보다 중요한 항해
